trip_distance_km,trip_duration_min,surge_multiplier,traffic_level,vehicle_type,weather_condition,peak_hour,pickup_zone,fuel_price_per_liter,demand_index,driver_rating,customer_rating,music_preference,customer_loyalty_score,phone_battery_level,ride_fare
18.96,,1.2,Low,SUV,Rainy,0,SemiUrban,,175.29,3.67,3.95,Pop,63.76,33,1367.28
36.13,117.11,1.2,High,Sedan,Rainy,0,SemiUrban,116.07,255.77,4.8,3.73,Classical,3.08,22,1878.46
37.27,69.35,1.2,Low,Sedan,Rainy,0,SemiUrban,113.75,192.31,3.97,4.9,Rock,25.41,48,1622.69
15.96,76.35,1.0,Medium,Premium,Rainy,0,SemiUrban,107.43,117.04,4.01,,None,52.55,77,1219.77
20.18,59.41,1.0,Low,SUV,Sunny,1,SemiUrban,,54.13,3.41,3.96,Classical,30.96,34,976.39
35.95,128.73,1.0,Medium,SUV,Rainy,1,Urban,99.74,106.67,3.36,3.52,Pop,51.4,52,1504.78
32.46,78.83,2.0,Medium,Mini,Foggy,0,SemiUrban,109.61,202.96,,,Pop,23.66,15,2372.3
1.14,-1.81,1.0,Low,Mini,Sunny,1,Airport,113.44,113.27,3.16,4.77,Pop,85.89,59,419.2
13.48,56.88,1.0,Low,SUV,Sunny,0,SemiUrban,108.41,52.84,3.35,4.13,Classical,11.16,56,733.2
17.45,56.91,1.2,Low,Mini,Sunny,1,Airport,101.86,67.49,3.03,3.0,Rock,22.06,12,1005.95
9.96,7.84,1.5,Low,SUV,Sunny,0,Urban,107.3,144.96,4.99,3.3,Classical,46.31,84,1086.0
8.78,16.77,1.0,Low,Sedan,Foggy,0,Urban,90.11,166.2,3.87,,Classical,43.87,64,611.8
2.47,7.23,1.0,Medium,SUV,Sunny,0,SemiUrban,112.07,239.77,3.82,3.12,None,67.17,45,615.3
26.09,,1.2,Medium,Mini,Rainy,1,Urban,115.32,185.37,4.17,4.79,Pop,70.68,89,1388.94
11.24,43.36,2.5,Medium,Sedan,Rainy,0,Urban,91.38,244.71,4.71,3.41,Pop,65.66,96,2087.24
3.04,17.7,1.2,Low,SUV,Rainy,0,Airport,101.98,87.45,4.33,4.96,Pop,63.81,11,835.56
10.01,24.17,1.0,Low,Sedan,Sunny,1,Urban,115.46,137.58,3.43,4.25,Classical,44.95,54,673.84
32.27,69.32,1.2,Medium,Sedan,Sunny,0,SemiUrban,,179.37,4.49,4.96,Classical,44.65,87,1414.39
34.21,127.4,2.5,Medium,SUV,Sunny,1,Urban,104.5,53.91,3.28,4.03,Pop,8.88,35,3481.09
19.84,36.39,1.2,Low,Mini,Sunny,0,Urban,92.61,290.21,,4.57,Rock,0.26,34,1021.9
17.23,67.54,1.0,Low,Mini,Sunny,0,Airport,112.12,280.68,4.47,3.55,Pop,85.45,51,989.23
39.14,135.9,1.0,Low,Sedan,Sunny,1,Airport,110.68,216.02,4.87,3.31,Classical,1.04,97,1620.31
8.82,34.67,2.5,Low,Mini,Sunny,0,SemiUrban,107.69,103.36,4.75,3.21,Classical,90.68,29,1410.83
9.4,24.97,1.5,Medium,Mini,Sunny,0,Urban,91.81,84.47,,3.66,None,20.91,92,689.59
12.38,36.33,1.2,Low,SUV,Sunny,0,Urban,109.28,272.04,4.79,3.77,Classical,56.09,77,1090.74
7.74,24.03,1.0,High,Sedan,Rainy,0,Airport,91.55,121.94,4.62,,Classical,93.09,37,840.91
15.8,40.17,1.2,High,SUV,Rainy,1,Urban,114.66,144.14,3.89,4.92,Rock,38.15,49,1278.34
36.52,106.76,1.0,Medium,Mini,Rainy,0,Airport,116.08,148.91,4.39,3.28,Pop,80.48,20,1441.98
25.0,105.01,1.0,Low,Sedan,Rainy,0,SemiUrban,105.93,103.29,3.33,3.4,Pop,57.85,44,1107.19
17.07,69.85,2.0,Low,Mini,Sunny,0,Airport,115.45,231.14,4.07,3.41,Rock,43.04,91,1947.32
37.44,134.43,1.0,Medium,Mini,Rainy,0,SemiUrban,102.02,193.76,3.11,4.46,Rock,16.08,48,1429.03
2.89,,1.0,Low,Premium,Sunny,1,Urban,98.7,272.19,3.82,4.33,Classical,17.03,37,803.15
9.2,37.14,2.0,High,Mini,Sunny,0,Urban,104.52,104.86,,3.35,Rock,31.13,60,1379.44
23.07,103.82,1.0,Low,Mini,Sunny,0,Airport,106.76,134.88,4.25,3.05,Classical,89.54,65,1117.36
25.01,66.0,1.5,Medium,SUV,Sunny,0,SemiUrban,112.99,173.67,3.74,3.08,Pop,18.47,10,1671.43
2.54,10.09,1.2,Medium,SUV,Sunny,1,Airport,108.06,168.07,3.18,3.49,Pop,78.4,1,877.79
16.72,,2.0,High,Premium,Foggy,0,Urban,115.68,295.41,4.28,4.51,Classical,10.94,85,2674.95
26.32,72.85,1.5,Medium,Mini,Rainy,0,Airport,118.07,199.04,3.17,4.79,Pop,81.32,54,1906.91
28.22,71.07,1.5,Medium,Mini,Sunny,1,Urban,105.66,152.57,3.47,4.81,Classical,6.93,85,1597.43
25.89,99.33,1.0,High,Sedan,,1,Airport,111.53,121.3,4.61,3.86,None,22.26,28,1333.18
13.5,59.78,1.2,Low,Sedan,Rainy,0,SemiUrban,104.45,194.34,3.87,4.64,None,23.07,43,1012.42
4.65,9.17,2.0,Low,Mini,Sunny,1,SemiUrban,117.18,186.65,5.0,4.44,Pop,82.39,65,897.92
17.66,56.85,1.0,Low,Mini,Rainy,0,SemiUrban,90.92,177.02,4.54,3.14,None,58.73,7,749.98
6.02,26.89,1.5,Medium,Sedan,Foggy,0,Airport,111.56,285.94,3.81,4.84,Rock,63.79,10,1336.22
37.96,83.9,1.0,Low,Sedan,Sunny,1,Urban,104.89,176.05,,,Classical,81.93,18,1356.57
19.53,66.81,1.0,Low,Mini,Rainy,0,Airport,91.83,107.01,3.86,3.93,Classical,76.24,13,960.06
13.37,38.01,1.0,Low,SUV,Rainy,0,Urban,112.37,88.99,3.27,4.17,Pop,1.69,27,866.48
,,1.0,Medium,Mini,Rainy,0,SemiUrban,101.78,277.41,4.38,3.35,Classical,31.63,23,1303.96
20.42,66.49,2.5,Medium,SUV,Foggy,0,SemiUrban,105.82,299.46,3.21,3.32,Pop,28.49,29,2965.47
13.09,36.58,2.0,High,SUV,Sunny,0,Airport,111.38,198.08,4.89,3.87,Classical,79.95,14,2145.72
32.67,123.65,1.2,Low,Sedan,Rainy,0,Urban,97.56,231.78,3.78,4.15,Classical,0.97,77,1752.92
34.82,,1.5,Medium,Sedan,Rainy,0,Urban,98.65,155.12,3.07,3.11,Pop,1.75,86,2047.59
27.25,77.72,1.2,Medium,Mini,Sunny,0,Urban,100.7,265.45,4.66,3.17,Classical,19.97,12,1306.3
2.83,19.91,1.5,Medium,SUV,,0,Airport,112.43,136.68,3.7,4.88,None,23.23,65,1239.44
23.09,67.35,1.5,Low,Mini,Foggy,0,Urban,119.45,54.8,4.34,3.71,Pop,16.59,50,1315.4
30.77,,1.0,Low,Sedan,Sunny,0,Airport,100.89,59.53,4.73,3.22,Pop,8.58,23,1135.05
6.32,22.86,1.2,High,Sedan,,0,SemiUrban,108.32,256.4,3.12,3.3,Pop,66.07,48,899.94
9.92,47.01,1.2,High,Mini,Sunny,0,SemiUrban,99.72,155.21,,3.79,Pop,15.79,37,863.26
35.42,85.32,2.5,Low,Premium,Sunny,0,SemiUrban,116.3,291.93,3.28,4.69,Rock,63.62,96,4042.97
1.78,15.19,1.2,High,SUV,Sunny,0,SemiUrban,118.07,154.41,3.47,3.69,Pop,45.86,37,730.44
,130.83,2.0,Low,Mini,Foggy,1,Airport,95.69,286.49,4.05,4.47,Rock,85.97,60,2901.38
19.48,36.3,1.5,Medium,Sedan,,1,Airport,109.62,167.64,4.92,3.58,Classical,26.91,19,1646.54
18.42,61.47,1.2,Medium,Mini,Sunny,1,Airport,117.18,230.43,4.09,,Classical,98.57,25,1203.19
1.28,-5.14,2.0,Low,SUV,Rainy,0,SemiUrban,104.25,123.31,4.72,,Classical,55.51,44,943.87
32.96,141.38,1.0,Low,Mini,Sunny,0,SemiUrban,100.06,187.22,,4.47,None,96.58,69,1297.84
15.03,47.53,1.0,Medium,Premium,Rainy,1,Urban,117.17,131.39,,4.57,Rock,64.97,76,1124.87
22.09,59.82,1.5,Medium,Mini,Sunny,0,Airport,97.74,219.23,4.43,3.92,Classical,23.84,33,1627.05
27.41,59.09,1.0,Low,Mini,Sunny,0,Urban,96.21,106.95,4.9,4.43,None,30.05,11,881.98
28.4,123.54,1.0,Low,Sedan,Rainy,0,SemiUrban,116.42,139.48,4.75,3.64,Pop,15.84,61,1234.47
38.28,141.8,1.2,High,Mini,Sunny,0,Urban,109.01,208.49,4.7,3.92,Rock,42.67,37,1835.56
21.72,81.04,1.0,Low,SUV,Rainy,0,SemiUrban,95.55,125.92,3.15,4.75,Pop,32.89,14,1093.96
16.59,64.55,2.0,Low,Mini,Rainy,0,Urban,109.29,119.79,4.35,3.09,Classical,25.03,82,1653.66
38.19,,2.5,Medium,Premium,Sunny,0,Airport,116.29,145.09,,3.91,None,20.06,88,4652.87
26.04,89.39,1.2,Low,SUV,Rainy,1,SemiUrban,92.68,205.42,3.52,3.11,Classical,83.62,88,1493.97
12.63,46.05,1.2,Low,SUV,Sunny,0,Airport,97.7,133.29,3.91,3.86,Rock,83.9,69,1072.0
5.93,35.35,1.5,High,Sedan,Sunny,0,Airport,,158.63,4.73,,None,54.21,24,1238.81
33.86,108.98,1.2,High,Sedan,Rainy,1,Urban,93.45,55.24,3.18,,Classical,60.65,67,1625.55
15.13,32.28,1.0,Low,Sedan,Rainy,0,SemiUrban,117.16,225.0,4.85,3.61,Classical,42.0,56,883.01
26.76,95.26,1.5,High,Premium,,0,Urban,107.79,252.94,4.72,4.56,None,62.61,3,2402.76
19.36,63.08,1.5,High,Mini,Rainy,0,Airport,107.55,256.77,3.56,3.12,None,78.78,18,1698.78
8.76,34.87,1.0,Medium,Mini,,0,SemiUrban,91.68,187.39,3.68,3.46,Rock,48.99,18,551.41
24.47,88.35,1.5,Medium,Premium,Sunny,0,Urban,102.64,156.23,3.1,4.21,Rock,79.14,50,1978.38
3.37,12.13,1.2,Low,Mini,Sunny,0,Airport,95.85,96.51,4.46,3.02,Pop,89.25,19,559.46
17.12,71.52,1.0,Low,Mini,Sunny,1,Airport,114.26,213.99,3.34,4.28,None,99.04,2,928.01
22.32,64.01,1.2,Medium,Sedan,Rainy,0,Urban,100.08,194.17,3.59,4.44,Classical,96.43,60,1370.14
18.01,53.45,1.0,High,SUV,Rainy,1,Airport,102.09,157.46,3.8,4.68,Rock,24.86,78,1247.0
30.2,84.19,1.0,Medium,Mini,Sunny,1,Airport,109.22,203.67,3.81,4.53,Classical,61.1,94,1211.74
33.29,128.03,1.5,Low,SUV,Sunny,0,Urban,111.52,288.57,4.6,4.87,None,35.69,6,2308.32
31.08,70.75,2.0,Low,Mini,Sunny,0,Urban,113.7,83.96,3.99,4.06,Pop,69.99,88,2105.61
2.51,29.33,1.0,Medium,SUV,Sunny,0,Airport,95.25,291.16,3.11,4.49,Rock,19.98,45,784.57
8.57,34.13,2.0,Medium,Mini,,0,Urban,97.88,192.56,4.2,4.62,Rock,27.69,25,1220.71
21.93,70.46,1.0,Low,Mini,Sunny,0,Airport,92.77,258.0,3.61,4.27,Classical,96.94,86,1083.95
37.46,157.16,1.0,Medium,SUV,Rainy,0,SemiUrban,115.69,298.44,3.68,4.86,None,60.7,47,1717.33
33.56,119.78,1.0,Medium,Sedan,Rainy,0,Airport,,282.12,,3.95,Classical,20.02,58,1598.34
33.86,77.91,1.0,Low,Mini,Rainy,0,Urban,93.78,149.8,3.22,3.45,Rock,39.34,70,1198.27
12.83,,1.0,Low,Sedan,Rainy,0,Urban,99.34,164.46,3.51,3.53,Rock,35.78,62,794.3
17.75,42.36,2.0,Low,Sedan,Sunny,0,Airport,91.71,201.47,4.75,3.72,None,23.21,95,1811.76
19.36,41.3,1.0,High,Mini,Rainy,0,Airport,115.1,209.49,4.74,4.47,Pop,5.93,20,1151.89
7.14,,1.0,Medium,Mini,Sunny,0,Airport,98.61,107.06,4.89,4.11,Rock,97.93,18,723.03
2.21,5.54,1.5,Medium,Sedan,Sunny,1,SemiUrban,100.5,286.95,3.07,4.87,None,37.12,65,783.36
,80.02,1.0,Medium,Mini,Sunny,1,Urban,118.21,256.99,4.8,4.8,Rock,54.58,26,1315.46
10.39,51.37,1.2,Low,Sedan,Sunny,1,SemiUrban,95.68,82.57,3.72,3.91,Classical,40.42,39,769.43
10.36,23.8,1.0,Low,SUV,Sunny,1,Urban,96.12,297.83,4.3,3.79,Rock,70.93,93,775.4
4.25,4.24,1.0,Medium,Sedan,Sunny,0,SemiUrban,106.81,299.01,4.24,4.94,Classical,74.66,35,658.92
37.21,103.84,1.5,Medium,Sedan,Rainy,0,Airport,119.17,138.59,3.34,3.96,Rock,89.99,25,2375.0
23.61,65.27,1.0,Low,Sedan,Rainy,1,SemiUrban,117.04,262.07,3.34,4.98,Rock,32.0,47,1167.02
27.01,80.83,1.0,Low,Mini,Sunny,0,Airport,107.79,115.17,3.43,3.47,Rock,98.03,3,1037.72
36.55,117.16,1.0,Medium,SUV,Sunny,1,Urban,114.37,90.04,3.54,4.78,None,79.69,87,1456.49
14.48,66.41,1.2,Medium,Sedan,Rainy,0,Airport,104.63,263.61,3.74,3.54,Pop,19.05,19,1352.29
25.24,64.49,1.2,Low,Mini,Sunny,1,Urban,103.04,190.3,3.91,4.29,Pop,50.25,14,1113.88
2.51,18.78,1.2,Medium,Mini,Sunny,0,Urban,102.01,65.37,3.72,5.0,Pop,34.08,62,423.89
8.28,,1.2,High,Sedan,Sunny,0,Airport,103.64,258.15,4.18,4.15,Pop,51.25,95,1063.39
33.42,133.58,1.2,Low,Sedan,Rainy,0,Urban,111.21,145.87,3.31,4.66,Rock,31.04,13,1688.41
30.9,102.03,1.0,Medium,Mini,Rainy,0,Urban,114.64,92.23,4.86,3.5,Pop,24.29,62,1196.54
14.68,52.63,2.0,Medium,Sedan,Sunny,1,Urban,107.28,181.79,4.67,4.13,Classical,74.2,36,1675.59
15.7,65.7,2.5,Low,Sedan,Sunny,0,SemiUrban,116.07,167.54,3.1,3.93,None,51.62,45,2133.23
21.81,73.31,1.2,Medium,Mini,Sunny,0,SemiUrban,109.16,250.88,,3.75,Pop,54.98,7,1151.58
,20.15,1.0,High,Sedan,Sunny,1,Urban,114.08,169.69,4.63,3.12,Rock,42.46,24,576.23
10.41,60.82,1.2,High,Mini,,0,SemiUrban,110.69,216.05,3.7,4.49,Classical,91.18,88,879.95
9.12,36.84,1.0,Low,Mini,Sunny,1,SemiUrban,113.21,138.48,3.85,4.95,None,4.72,98,635.31
10.77,55.64,1.2,High,Mini,Sunny,1,Airport,90.57,77.39,4.99,4.25,Rock,78.38,76,906.59
32.43,100.19,1.0,Medium,Sedan,,0,Airport,116.02,60.86,4.51,,Rock,80.66,24,1427.6
11.91,55.75,1.5,Low,Mini,Sunny,1,Urban,116.58,130.15,3.55,4.33,Rock,39.18,59,1054.08
8.47,18.1,1.0,Low,SUV,Rainy,0,Airport,115.24,217.14,4.13,5.0,Rock,6.85,26,1031.0
20.67,56.46,2.5,High,Sedan,Sunny,0,Urban,111.9,52.68,4.61,4.5,Rock,78.3,64,2376.23
34.76,145.4,1.0,Medium,Sedan,,0,Urban,,112.25,3.56,3.85,None,45.07,72,1407.71
10.41,31.24,1.2,High,Premium,Foggy,1,Airport,95.44,87.87,3.15,4.96,Rock,61.93,44,1396.07
4.06,15.45,2.0,Low,SUV,Sunny,0,Airport,91.43,165.6,3.66,4.82,Classical,80.43,33,1441.47
14.9,68.59,1.0,Medium,Sedan,Sunny,1,Airport,98.69,236.57,4.77,4.55,Classical,16.66,2,1028.17
30.16,106.52,2.0,Low,Sedan,Sunny,0,Urban,103.27,188.17,3.94,4.86,Classical,36.57,39,2403.34
22.48,54.1,1.0,Low,Mini,Sunny,0,Urban,98.12,202.06,4.19,4.55,Rock,69.24,14,909.59
32.85,104.76,2.5,High,SUV,Sunny,0,SemiUrban,116.12,286.55,3.08,4.95,Pop,34.26,47,3779.3
38.42,122.08,2.5,Low,SUV,Sunny,0,Urban,118.93,164.32,3.48,4.52,Classical,36.95,96,3807.06
31.91,85.59,1.0,Medium,Sedan,Sunny,1,Airport,113.12,253.52,4.57,3.3,None,74.27,50,1362.29
24.55,99.76,1.5,High,Mini,Foggy,0,Urban,104.3,135.96,4.42,3.2,Pop,74.55,86,1752.82
20.24,,1.0,High,Sedan,Sunny,1,Airport,94.37,205.09,,3.49,None,60.06,29,941.8
2.56,19.65,1.0,Medium,Mini,Rainy,0,Airport,116.16,242.07,4.64,,Pop,41.17,86,655.5
39.39,139.14,1.0,Medium,Mini,Rainy,0,Urban,115.26,256.78,4.06,4.13,Rock,38.82,86,1581.72
15.96,58.09,1.0,Medium,SUV,Foggy,0,Airport,94.87,105.5,,4.32,Rock,29.29,15,1119.1
6.94,22.78,1.2,Low,Premium,Sunny,0,Urban,91.46,113.75,3.31,3.25,Classical,7.55,31,1000.37
27.0,73.94,1.0,Low,Mini,Foggy,1,Airport,116.97,144.24,3.34,3.01,None,4.57,40,1129.68
12.09,33.43,1.5,Low,Mini,Rainy,0,Urban,114.66,112.54,3.84,4.39,Classical,92.2,50,947.6
23.85,86.51,1.0,Low,Mini,Sunny,0,SemiUrban,118.03,185.0,4.75,,None,12.77,36,1040.73
23.88,95.17,2.5,Low,Premium,Rainy,1,Urban,100.74,251.76,3.74,4.44,None,61.26,35,3647.26
18.38,58.13,1.0,Low,Sedan,Sunny,0,Airport,109.74,88.37,4.3,3.14,Classical,27.27,95,958.55
33.61,142.7,1.0,Low,Sedan,Sunny,1,Airport,115.93,151.84,3.29,4.93,Classical,63.61,82,1395.59
11.33,26.87,1.5,Low,Sedan,Sunny,1,Urban,100.24,231.67,3.13,3.5,None,69.65,31,1074.96
18.5,46.49,2.0,Medium,Sedan,Sunny,0,Airport,104.24,225.9,3.82,3.14,Rock,78.48,75,2048.72
21.97,99.81,1.5,Low,Mini,Rainy,0,SemiUrban,105.95,109.69,3.33,4.24,Rock,9.11,5,1463.11
26.88,87.15,1.2,Medium,Mini,Sunny,0,Urban,90.88,215.1,3.39,4.45,None,10.33,71,1309.32
31.57,94.35,1.0,High,SUV,Rainy,0,SemiUrban,114.85,291.66,3.54,4.85,Pop,80.7,37,1548.12
16.4,36.93,1.0,Low,Sedan,,0,SemiUrban,118.31,206.57,3.12,4.65,Pop,93.35,20,719.24
26.2,61.19,1.2,Low,Mini,Sunny,0,Urban,102.51,131.78,,3.56,None,25.81,58,1045.2
6.87,21.05,1.2,Medium,Sedan,Rainy,1,SemiUrban,108.33,178.75,4.08,3.4,Rock,30.78,6,798.53
37.37,87.35,1.0,High,Mini,Sunny,1,Airport,106.25,134.49,3.81,3.61,None,91.81,76,1376.17
15.94,50.27,1.2,Low,Sedan,,0,SemiUrban,100.44,182.94,3.66,3.48,Classical,79.19,59,1059.93
29.45,114.78,1.5,Low,Mini,Rainy,0,Airport,92.47,260.2,3.0,4.44,Rock,23.79,79,1981.75
1.79,3.39,1.5,Low,SUV,Sunny,0,SemiUrban,,83.47,4.74,4.4,Rock,58.26,38,667.57
9.0,43.68,1.0,Medium,Mini,Sunny,0,Urban,97.32,153.24,4.52,4.12,None,31.43,77,577.94
20.0,52.24,1.2,High,Sedan,Sunny,0,Airport,109.57,208.49,4.46,3.14,Classical,44.24,56,1322.13
35.25,122.33,1.0,Medium,SUV,Rainy,0,SemiUrban,106.12,166.27,3.35,4.91,Rock,70.44,14,1666.76
21.56,58.03,1.0,Medium,Sedan,Rainy,1,Airport,107.72,245.39,3.1,3.7,Rock,24.91,85,1288.25
37.26,76.96,1.5,Medium,Mini,Sunny,0,Urban,108.05,90.35,3.13,,Pop,7.44,94,1914.91
19.87,45.88,1.2,Low,Mini,Sunny,0,Airport,116.57,268.65,4.07,4.59,Pop,99.31,6,1201.26
20.13,63.83,1.5,Medium,SUV,Sunny,1,Airport,94.42,294.57,4.27,3.59,Pop,42.7,35,1906.59
5.67,8.23,1.0,Low,Mini,Sunny,0,Airport,114.17,139.97,5.0,3.5,Pop,73.02,98,482.75
32.3,103.6,2.0,Low,Sedan,Foggy,0,SemiUrban,118.64,78.47,4.04,4.07,Classical,99.77,40,2413.0
10.63,59.83,1.0,Low,SUV,Sunny,0,SemiUrban,111.64,296.92,3.66,3.72,Rock,3.82,60,830.79
36.08,107.71,2.0,Medium,Mini,Sunny,0,Airport,,137.71,4.36,4.84,Rock,44.38,29,2719.17
36.52,79.42,1.0,Medium,Mini,Rainy,0,Urban,115.51,173.04,4.29,4.83,Pop,1.93,59,1242.7
37.79,87.56,1.0,Medium,Mini,Rainy,0,Airport,113.75,110.67,3.05,4.54,Rock,64.98,67,1404.6
21.29,76.84,1.0,Low,Mini,Sunny,0,Airport,115.88,63.87,3.25,3.04,Rock,16.62,69,970.36
27.41,106.26,1.0,Low,Sedan,Sunny,0,SemiUrban,104.59,81.36,4.38,4.69,Pop,94.03,9,1070.09
31.36,64.94,1.2,Low,Sedan,Rainy,1,Airport,114.61,109.44,3.16,4.31,Classical,87.49,20,1557.15
6.11,,2.0,Low,Sedan,Rainy,0,Airport,94.62,296.98,4.61,4.05,Rock,65.36,36,1640.34
24.44,94.43,1.0,Medium,SUV,Sunny,0,Urban,,249.09,4.82,3.78,Classical,16.11,36,1275.68
2.34,33.53,1.2,Low,Sedan,Sunny,1,Urban,,155.14,3.4,4.23,Rock,34.48,15,659.41
20.41,79.0,2.0,Medium,Sedan,Rainy,0,Airport,116.9,129.83,4.01,3.51,Rock,98.01,7,2492.07
7.04,15.04,1.2,Medium,Mini,Sunny,0,Airport,115.89,85.93,3.63,4.15,Pop,31.57,83,762.63
8.13,39.56,1.0,Low,Mini,Sunny,0,Urban,111.48,171.24,4.04,4.3,Rock,99.34,98,614.14
15.24,59.15,2.5,Medium,Mini,Rainy,0,Urban,95.25,276.78,4.23,4.35,Pop,82.32,75,2340.32
17.87,67.06,1.0,Low,Sedan,Rainy,0,Airport,114.2,298.31,3.02,,Pop,53.17,19,1174.97
25.3,99.59,1.2,Medium,SUV,Rainy,0,Airport,108.43,275.47,4.79,3.14,Classical,85.1,83,1795.61
3.9,13.5,1.5,High,SUV,Rainy,1,Airport,114.5,66.43,3.74,3.84,None,97.38,26,1257.33
20.64,64.94,1.0,Medium,Mini,Rainy,0,SemiUrban,118.15,89.52,3.38,,None,28.93,86,933.63
8.12,,1.5,Low,Mini,Sunny,0,Urban,,85.4,3.06,4.07,Classical,11.68,21,765.15
23.39,,1.0,High,Mini,Rainy,0,Urban,112.34,90.39,4.99,3.08,None,8.26,97,972.64
25.86,81.37,1.0,Medium,Mini,Rainy,0,SemiUrban,119.19,81.09,,3.75,Pop,60.99,21,1087.97
22.71,91.76,1.0,Medium,Mini,Sunny,0,Urban,96.41,74.09,3.91,4.23,Rock,32.54,60,939.64
29.79,127.55,2.5,Medium,Mini,Foggy,0,SemiUrban,115.41,137.59,4.73,3.56,Rock,38.45,26,3046.48
14.09,50.16,2.0,Low,Mini,Rainy,0,Urban,94.26,89.49,3.91,3.38,Rock,15.55,78,1359.6
30.84,108.3,1.0,Medium,Mini,Sunny,0,Airport,90.51,86.18,4.38,4.16,Pop,8.57,64,1165.66
17.88,50.8,1.0,Medium,Mini,Rainy,1,SemiUrban,115.41,181.12,4.91,4.22,None,31.96,18,947.49
19.88,65.02,1.0,High,Sedan,Sunny,1,SemiUrban,118.8,100.79,4.41,3.92,Rock,17.47,50,974.46
,89.13,1.2,Low,Sedan,Sunny,1,Airport,,51.53,3.48,3.18,Rock,6.7,6,1288.45
,11.54,2.0,Low,SUV,Sunny,1,SemiUrban,115.33,224.03,4.87,4.48,Rock,3.91,10,1207.61
26.51,101.85,2.5,High,Sedan,,0,Urban,110.98,132.14,3.04,4.51,Classical,5.91,16,3135.07
25.12,67.42,1.5,Low,Sedan,Rainy,0,SemiUrban,110.99,234.27,4.84,3.78,Rock,72.03,61,1732.21
13.08,48.46,1.2,High,Mini,Sunny,0,Airport,103.79,273.27,4.92,3.02,Classical,61.08,33,1147.01
4.35,17.46,1.0,Low,Mini,Rainy,0,SemiUrban,102.51,281.32,3.18,4.27,Classical,69.26,42,626.58
4.55,23.95,1.0,Low,Sedan,Rainy,1,Urban,101.19,94.44,3.11,4.96,Pop,81.61,56,610.64
37.01,133.37,1.2,Low,Mini,Sunny,0,Airport,,218.16,4.68,3.97,Rock,62.18,2,1640.63
27.88,115.62,1.2,Medium,SUV,Sunny,0,SemiUrban,118.11,68.74,3.05,4.38,Rock,47.93,43,1519.97
5.96,14.92,1.5,Low,Sedan,Sunny,0,SemiUrban,114.47,165.8,4.61,4.05,Rock,81.71,99,916.44
14.91,67.03,1.0,Low,Sedan,Rainy,0,Airport,99.41,156.69,3.71,3.48,Rock,62.61,87,1026.5
24.11,99.89,1.0,Low,Sedan,Sunny,0,Airport,112.22,100.79,3.04,3.68,Rock,70.03,90,1168.93
33.59,116.33,1.0,Low,Sedan,Sunny,0,Urban,109.69,243.75,4.29,4.92,Rock,43.3,84,1442.73
2.7,11.2,2.5,Medium,Sedan,Sunny,0,SemiUrban,115.38,278.32,3.56,4.19,Rock,45.01,85,1385.04
10.23,37.33,1.5,Low,Sedan,Rainy,1,Airport,92.76,114.52,3.3,,Rock,44.74,64,1224.14
35.7,83.37,1.0,Low,Sedan,Sunny,0,Urban,111.0,112.33,4.09,3.1,Rock,28.6,50,1329.67
1.36,13.88,2.0,Low,Mini,,0,Airport,97.35,98.91,3.06,,Rock,61.8,43,1078.09
8.85,38.48,1.2,Medium,Mini,Sunny,0,SemiUrban,97.25,221.73,3.79,4.0,Classical,44.0,26,670.13
38.4,138.6,1.0,Low,Sedan,Sunny,0,SemiUrban,111.17,64.1,4.23,3.21,Classical,4.74,89,1372.39
24.92,82.31,1.0,Medium,Mini,Sunny,0,Urban,116.85,65.94,4.45,4.67,Classical,69.97,71,990.29
11.21,35.04,1.2,Low,SUV,Rainy,1,Urban,105.48,93.52,4.03,3.68,None,50.32,28,1068.4
3.61,12.96,1.2,Low,Mini,Foggy,1,Airport,103.97,186.44,3.12,3.77,Classical,18.95,60,723.97
2.1,3.79,1.2,High,Mini,Sunny,1,SemiUrban,114.45,113.17,4.53,3.69,Pop,5.71,76,478.21
,41.0,1.2,High,Sedan,Rainy,1,SemiUrban,90.76,296.82,3.78,4.07,None,19.16,37,1008.71
35.38,143.08,1.0,Low,SUV,Sunny,1,SemiUrban,111.21,148.8,3.36,5.0,Pop,51.06,43,1524.96
17.22,70.23,1.0,Medium,Mini,Sunny,0,Urban,91.68,167.53,3.53,4.79,Rock,6.51,23,837.54
29.09,123.59,1.5,Medium,Mini,Sunny,1,Urban,97.33,66.34,4.33,,Rock,61.59,53,1751.28
36.81,124.09,1.2,High,Sedan,Sunny,1,SemiUrban,110.01,226.38,3.4,4.8,Rock,27.18,69,1852.21
16.91,51.19,1.0,High,Sedan,Sunny,0,SemiUrban,,247.15,3.18,4.16,Rock,96.49,14,930.28
8.46,36.59,1.0,Medium,SUV,Rainy,1,Airport,98.86,133.56,4.24,4.46,Pop,78.93,35,930.77
21.17,74.16,1.0,High,SUV,Sunny,1,Urban,105.13,231.48,4.29,4.04,Pop,11.12,77,1238.32
36.42,100.67,1.0,High,Sedan,Rainy,0,Airport,115.5,106.93,3.89,4.32,Rock,71.37,68,1564.58
32.37,65.95,1.0,Medium,Mini,Sunny,0,Urban,102.78,249.52,4.01,3.78,Pop,83.15,77,1202.28
3.57,18.23,1.2,Medium,Mini,Sunny,0,Airport,105.99,185.56,4.66,3.56,Rock,86.75,78,731.92
28.01,,1.5,Medium,Premium,Sunny,0,Airport,,149.31,3.68,4.01,None,54.66,47,2217.69
